                 Age (BP)   Period_1 early boundary                  LuA-5456                  LuA-5455                  LuA-5454    Period_1 late boundary   Period_2 early boundary                  LuA-5453                  LuA-5452                  LuA-5445                  LuA-5451                  LuA-5450                  LuA-5449                  LuA-5448    Period_2 late boundary 
                     4675                         0                         0                         0                         0                         0              1.17139e-267              4.03896e-260              8.19431e-124                2.4797e-53               1.04168e-40                5.1216e-33                0.00070383                         0                         0 
                     4680                         0                         0                         0                         0                         0              1.63938e-266              4.01963e-260              1.14681e-122               2.46783e-53               1.45785e-39               5.09708e-33                0.00544808                         0                         0 
                     4685                         0                         0                         0                         0                         0              1.63153e-266              5.62555e-259              1.14132e-122               3.45378e-52               1.45087e-39               7.13347e-32                0.00975959                         0                         0 
                     4690                         0                         0                         0                         0                         0              2.28336e-265              5.59863e-259               1.5973e-121               3.43725e-52               2.03052e-38               7.09932e-32                 0.0158667                         0                         0 
                     4695                         0                         0                         0                         0                         0              2.27243e-265              7.83538e-258              1.58965e-121                4.8105e-51                2.0208e-38               9.93564e-31                 0.0300589                         0                         0 
                     4700                         0                         0                         0                         0                         0              3.18031e-264              7.79788e-258              2.22475e-120               4.78747e-51               2.82815e-37               9.88808e-31                 0.0533214                         0                         0 
                     4705                         0                         0                         0                         0                         0              3.16509e-264              1.09133e-256               2.2141e-120               6.70015e-50               2.81461e-37               1.38386e-29                 0.0758629                         0                         0 
                     4710                         0                         0                         0                         0                         0               4.4296e-263               1.0861e-256              3.09868e-119               6.66808e-50                3.9391e-36               1.37723e-29                   0.11036                         0                         0 
                     4715                         0                         0                         0                         0                         0               4.4084e-263              1.52002e-255              3.08385e-119               9.33211e-49               3.92025e-36               1.92746e-28                  0.145068                         0                         0 
                     4720                         0                         0                         0                         0                         0              6.16964e-262              1.51275e-255               4.3159e-118               9.28745e-49               5.48647e-35               1.91824e-28                  0.154398                         0                         0 
                     4725                         0                         0                         0                         0                         0              6.14011e-262              2.11712e-254              4.29525e-118                1.2998e-47               5.46021e-35               2.68461e-27                  0.142258                         0                         0 
                     4730                         0                         0                         0                         0                         0              8.59319e-261              2.10699e-254              6.01128e-117               1.29357e-47               7.64166e-34               2.67176e-27                  0.118006                         0                         0 
                     4735                         0                         0                         0                         0                         0              8.55206e-261              2.94877e-253              5.98251e-117               1.81038e-46               7.60508e-34               3.73918e-26                 0.0798283                         0                         0 
                     4740                         0                         0                         0                         0                         0              1.19688e-259              2.93465e-253              8.37263e-116               1.80172e-46               1.06435e-32               3.72128e-26                 0.0389657                         0                         0 
                     4745                         0                         0                         0                         0                         0              1.19115e-259               4.1071e-252              8.33255e-116               2.52154e-45               1.05925e-32                 5.208e-25                 0.0154888                         0                         0 
                     4750                         0                         0                         0                         0                         0              1.66704e-258              4.08745e-252              1.16616e-114               2.50947e-45               1.48244e-31               5.18307e-25                0.00371276                         0                         0 
                     4755                         0                         0                         0                         0                         0              1.65906e-258              5.72046e-251              1.16058e-114               3.51205e-44               1.47535e-31               7.25381e-24               0.000679004                         0                         0 
                     4760                         0                         0                         0                         0                         0              2.32188e-257              5.69308e-251              1.62425e-113               3.49524e-44               2.06478e-30               7.21909e-24               4.85161e-05                         0                         0 
                     4765                         0                         0                         0                         0                         0              2.31077e-257              7.96757e-250              1.61647e-113               4.89165e-43               2.05489e-30               1.01033e-22               4.87376e-05                         0                         0 
                     4770                         0                         0                         0                         0                         0              3.23396e-256              7.92944e-250              2.26228e-112               4.86824e-43               2.87586e-29               1.00549e-22               3.48917e-06                         0                         0 
                     4775                         0                         0                         0                         0                         0              3.21848e-256              1.10974e-248              2.25146e-112               6.81319e-42                2.8621e-29                1.4072e-21               3.48917e-06                         0                         0 
                     4780                         0                         0                         0                         0                         0              4.50433e-255              1.10443e-248              3.15096e-111               6.78058e-42               4.00556e-28               1.40047e-21               2.21535e-07                         0                         0 
                     4785                         0                         0                         0                         0                         0              4.48277e-255              1.54567e-247              3.13587e-111               9.48955e-41               3.98639e-28               1.95998e-20               2.21535e-07                         0                         0 
                     4790                         0                         0                         0                         0                         0              6.27372e-254              1.53827e-247              4.38872e-110               9.44413e-41               5.57902e-27                1.9506e-20                         0                         0                         0 
                     4795                         0                         0                         0                         0                         0              6.24369e-254              2.15284e-246              4.36771e-110               1.32172e-39               5.55232e-27                2.7299e-19                         0                         0                         0 
                     4800                         0                         0                         0                         0                         0              8.73817e-253              2.14253e-246              6.11269e-109                1.3154e-39               7.77058e-26               2.71683e-19                         0                         0                         0 
                     4805                         0                         0                         0                         0                         0              8.69634e-253              2.99851e-245              6.08343e-109               1.84092e-38               7.73339e-26               3.80226e-18                         0                         0                         0 
                     4810                         0                         0                         0                         0                         0              1.21707e-251              2.98416e-245              8.51388e-108               1.83211e-38                1.0823e-24               3.78406e-18                         0                         0                         0 
                     4815                         0                         0                         0                         0                         0              1.21124e-251              4.17639e-244              8.47313e-108               2.56408e-37               1.07712e-24               5.29586e-17                         0                         0                         0 
                     4820                         0                         0                         0                         0                         0              1.69516e-250               4.1564e-244              1.18583e-106                2.5518e-37               1.50745e-23               5.27052e-17                         0                         0                         0 
                     4825                         0                         0                         0                         0                         0              1.68705e-250              5.81697e-243              1.18015e-106                3.5713e-36               1.50024e-23               7.37619e-16                         0                         0                         0 
                     4830                         0                         0                         0                         0                         0              2.36105e-249              5.78912e-243              1.65165e-105                3.5542e-36               2.09961e-22               7.34088e-16                         0                         0                         0 
                     4835                         0                         0                         0                         0                         0              2.34975e-249              8.10199e-242              1.64374e-105               4.97418e-35               2.08956e-22               1.02737e-14                         0                         0                         0 
                     4840                         0                         0                         0                         0                         0              3.28852e-248              8.06321e-242              2.30045e-104               4.95037e-35               2.92438e-21               1.02245e-14                         0                         0                         0 
                     4845                         0                         0                         0                         0                         0              3.27278e-248              1.12846e-240              2.28944e-104               6.92813e-34               2.91038e-21               1.43094e-13                         0                         0                         0 
                     4850                         0                         0                         0                         0                         0              4.58032e-247              1.12306e-240              3.20411e-103               6.89497e-34               4.07314e-20               1.42409e-13                         0                         0                         0 
                     4855                         0                         0                         0                         0                         0               4.5584e-247              1.57174e-239              3.18878e-103               9.64965e-33               4.05364e-20               1.99305e-12                         0                         0                         0 
                     4860                         0                         0                         0                         0                         0              6.37956e-246              1.56422e-239              4.46275e-102               9.60346e-33               5.67315e-19               1.98351e-12                         0                         0                         0 
                     4865                         0                         0                         0                         0                         0              6.34903e-246              2.18916e-238              4.44139e-102               1.34402e-31               5.64599e-19               2.77595e-11                         0                         0                         0 
                     4870                         0                         0                         0                         0                         0              8.88558e-245              2.17868e-238              6.21582e-101               1.33759e-31               7.90167e-18               2.76267e-11                         0                         0                         0 
                     4875                         0                         0                         0                         0                         0              8.84305e-245               3.0491e-237              6.18607e-101               1.87198e-30               7.86385e-18               3.86641e-10                         0                         0                         0 
                     4880                         0                         0                         0                         0                         0               1.2376e-243              3.03451e-237              8.65752e-100               1.86302e-30               1.10056e-16                3.8479e-10                         0                         0                         0 
                     4885                         0                         0                         0                         0                         0              1.23168e-243              4.24685e-236              8.61608e-100               2.60733e-29               1.09529e-16               5.38521e-09                         0                         0                         0 
                     4890                         0                         0                         0                         0                         0              1.72376e-242              4.22652e-236               1.20584e-98               2.59485e-29               1.53288e-15               5.35943e-09                         0                         0                         0 
                     4895                         0                         0                         0                         0                         0              1.71551e-242               5.9151e-235               1.20006e-98               3.63155e-28               1.52555e-15               7.50063e-08                         0                         0                         0 
                     4900                         0                         0                         0                         0                         0              2.40088e-241              5.88679e-235               1.67951e-97               3.61416e-28               2.13503e-14               7.46473e-08                         0                         0                         0 
                     4905                         0                         0                         0                         0                         0              2.38939e-241              8.23867e-234               1.67147e-97               5.05809e-27               2.12481e-14                1.0447e-06                         0                         0                         0 
                     4910                         0                         0                         0                         0                         0                3.344e-240              8.19924e-234               2.33926e-96               5.03388e-27               2.97372e-13                1.0397e-06                         0                         0                         0 
                     4915                         0                         0                         0                         0                         0              3.32799e-240               1.1475e-232               2.32806e-96               7.04501e-26               2.95948e-13               1.45508e-05                         0                         0                         0 
                     4920                         0                         0                         0                         0                         0              4.65759e-239              1.14201e-232               3.25817e-95               7.01129e-26               4.14185e-12               1.44812e-05                         0                         0                         0 
                     4925                         0                         0                         0                         0                         0               4.6353e-239              1.59826e-231               3.24257e-95               9.81244e-25               4.12203e-12               0.000202667                         0                         0                         0 
                     4930                         0                         0                         0                         0                         0              6.48719e-238              1.59061e-231               4.53804e-94               9.76548e-25               5.76885e-11               0.000201697                         0                         0                         0 
                     4935                         0                         0                         0                         0                         0              6.45614e-238              2.22609e-230               4.51632e-94                1.3667e-23               5.74124e-11                0.00758978                         0                         0                         0 
                     4940                         0                         0                         0                         0                         0              9.03549e-237              2.21543e-230               6.32068e-93               1.36016e-23               8.03498e-10                 0.0186498                         0                         0                         0 
                     4945                         0                         0                         0                         0                         0              8.99224e-237              3.10054e-229               6.29043e-93               1.90356e-22               7.99652e-10                 0.0277467                         0                         0                         0 
                     4950                         0                         0                         0                         0                         0              1.25848e-235               3.0857e-229               8.80357e-92               1.89445e-22               1.11913e-08                 0.0414724                         0                         0                         0 
                     4955                         0                         0                         0                         0                         0              1.25246e-235               4.3185e-228               8.76143e-92               2.65132e-21               1.11377e-08                 0.0583545                         0                         0                         0 
                     4960                         0                         0                         0                         0                         0              1.75284e-234              4.29783e-228               1.22618e-90               2.63863e-21               1.55874e-07                 0.0797605                         0                         0                         0 
                     4965                         0                         0                         0                         0                         0              1.74445e-234              6.01489e-227               1.22031e-90               3.69281e-20               1.55128e-07                  0.105857                         0                         0                         0 
                     4970                         0                         0                         0                         0                         0              2.44139e-233               5.9861e-227               1.70785e-89               3.67514e-20               2.17105e-06                  0.123076                         0                         0                         0 
                     4975                         0                         0                         0                         0                         0               2.4297e-233              8.37766e-226               1.69967e-89               5.14343e-19               2.16066e-06                  0.124633                         0                         0                         0 
                     4980                         0                         0                         0                         0                         0              3.40042e-232              8.33756e-226               2.37872e-88               5.11881e-19               3.02388e-05                  0.119657                         0                         0                         0 
                     4985                         0                         0                         0                         0                         0              3.38414e-232              1.16686e-224               2.36734e-88               7.16387e-18               3.00941e-05                  0.101656                         0                         0                         0 
                     4990                         0                         0                         0                         0                         0              4.73617e-231              1.16127e-224               3.31314e-87               7.12958e-18               0.000421173                 0.0731694                         0                         0                         0 
                     4995                         0                         0                         0                         0                         0               4.7135e-231              1.62522e-223               3.29728e-87               9.97798e-17                 0.0067083                 0.0489968                         0                         0                         0 
                     5000                         0                         0                         0                         0                         0              6.59663e-230              1.61744e-223                4.6146e-86               9.93022e-17                 0.0234803                 0.0335258                         0                         0                         0 
                     5005                         0                         0                         0                         0                         0              6.56506e-230              2.26364e-222               4.59252e-86               1.38975e-15                 0.0388868                 0.0217734                         0                         0                         0 
                     5010                         0                         0                         0                         0                         0              9.18792e-229              2.25281e-222               6.42731e-85                1.3831e-15                 0.0652817                 0.0109812                         0                         0                         0 
                     5015                         0                         0                         0                         0                         0              9.14394e-229              3.15285e-221               6.39655e-85               1.93568e-14                  0.103022                0.00230879                         0                         0                         0 
                     5020                         0                         0                         0                         0                         0              1.27971e-227              3.13776e-221               8.95209e-84               1.92641e-14                   0.12345               0.000164929                         0                         0                         0 
                     5025                         0                         0                         0                         0                         0              1.27359e-227              4.39135e-220               8.90924e-84               2.69605e-13                  0.126785               0.000165756                         0                         0                         0 
                     5030                         0                         0                         0                         0                         0              1.78241e-226              4.37033e-220               1.24687e-82               2.68315e-13                  0.125203               1.18476e-05                         0                         0                         0 
                     5035                         0                         0                         0                         0                         0              1.77388e-226              6.11637e-219                1.2409e-82               3.75511e-12                  0.103161               1.19027e-05                         0                         0                         0 
                     5040                         0                         0                         0                         0                         0              2.48258e-225              6.08709e-219               1.73666e-81               3.73714e-12                 0.0713156               8.81678e-07                         0                         0                         0 
                     5045                         0                         0                         0                         0                         0              2.47069e-225                8.519e-218               1.72835e-81                5.2302e-11                 0.0514621               8.81678e-07                         0                         0                         0 
                     5050                         0                         0                         0                         0                         0              3.45778e-224              8.47822e-218               2.41886e-80               5.20516e-11                  0.035763               5.51049e-08                         0                         0                         0 
                     5055                         0                         0                         0                         0                         0              3.44123e-224              1.18654e-216               2.40728e-80               7.28473e-10                 0.0313894               5.51049e-08                         0                         0                         0 
                     5060                         0                         0                         0                         0                         0              4.81607e-223              1.18086e-216               3.36903e-79               7.24986e-10                 0.0312042                         0                         0                         0                         0 
                     5065                         0                         0                         0                         0                         0              4.79302e-223              1.65264e-215                3.3529e-79               1.01463e-08                 0.0249186                         0                         0                         0                         0 
                     5070                         0                         0                         0                         0                         0              6.70792e-222              1.64473e-215               4.69245e-78               1.00978e-08                 0.0183544                         0                         0                         0                         0 
                     5075                         0                         0                         0                         0                         0              6.67581e-222              2.30183e-214               4.66999e-78                1.4132e-07                 0.0139463                         0                         0                         0                         0 
                     5080                         0                         0                         0                         0                         0              9.34293e-221              2.29082e-214               6.53575e-77               1.40644e-07                 0.0044887                         0                         0                         0                         0 
                     5085                         0                         0                         0                         0                         0              9.29821e-221              3.20604e-213               6.50446e-77               1.96833e-06               0.000320641                         0                         0                         0                         0 
                     5090                         0                         0                         0                         0                         0               1.3013e-219              3.19069e-213               9.10312e-76               1.95891e-06               0.000322184                         0                         0                         0                         0 
                     5095                         0                         0                         0                         0                         0              1.29507e-219              4.46544e-212               9.05955e-76               2.74153e-05               2.29856e-05                         0                         0                         0                         0 
                     5100                         0                         0                         0                         0                         0              1.81248e-218              4.44406e-212                1.2679e-74               2.72841e-05                2.3151e-05                         0                         0                         0                         0 
                     5105                         0                         0                         0                         0                         0               1.8038e-218              6.21955e-211               1.26183e-74               0.000381846               1.70876e-06                         0                         0                         0                         0 
                     5110                         0                         0                         0                         0                         0              2.52446e-217              6.18978e-211               1.76596e-73                0.00445233               1.70876e-06                         0                         0                         0                         0 
                     5115                         0                         0                         0                         0                         0              2.51238e-217              8.66272e-210               1.75751e-73                 0.0141868               1.65364e-07                         0                         0                         0                         0 
                     5120                         0                         0                         0                         0                         0              3.51612e-216              8.62126e-210               2.45966e-72                 0.0287038               1.65364e-07                         0                         0                         0                         0 
                     5125                         0                         0                         0                         0                         0              3.49929e-216              1.20656e-208               2.44789e-72                 0.0429319                         0                         0                         0                         0                         0 
                     5130                         0                         0                         0                         0                         0              4.89732e-215              1.20079e-208               3.42587e-71                 0.0610482                         0                         0                         0                         0                         0 
                     5135                         0                         0                         0                         0                         0              4.87388e-215              1.68052e-207               3.40947e-71                 0.0911639                         0                         0                         0                         0                         0 
                     5140                         0                         0                         0                         0                         0              6.82109e-214              1.67248e-207               4.77162e-70                  0.134835                         0                         0                         0                         0                         0 
                     5145                         0                         0                         0                         0                         0              6.78844e-214              2.34067e-206               4.74878e-70                  0.154251                         0                         0                         0                         0                         0 
                     5150                         0                         0                         0                         0                         0              9.50055e-213              2.32946e-206               6.64601e-69                   0.14802                         0                         0                         0                         0                         0 
                     5155                         0                         0                         0                         0                         0              9.45508e-213              3.26013e-205                6.6142e-69                  0.136743                         0                         0                         0                         0                         0 
                     5160                         0                         0                         0                         0                         0              1.32326e-211              3.24452e-205               9.25669e-68                   0.10415                         0                         0                         0                         0                         0 
                     5165                         0                         0                         0                         0                         0              1.31692e-211              4.54077e-204               9.21239e-68                 0.0509599                         0                         0                         0                         0                         0 
                     5170                         0                         0                         0                         0                         0              1.84306e-210              4.51904e-204               1.28929e-66                  0.017001                         0                         0                         0                         0                         0 
                     5175                         0                         0                         0                         0                         0              1.83424e-210              6.32448e-203               1.28312e-66                0.00901978                         0                         0                         0                         0                         0 
                     5180                         0                         0                         0                         0                         0              2.56705e-209              6.29421e-203               1.79575e-65                0.00182556                         0                         0                         0                         0                         0 
                     5185                         0                         0                         0                         0                         0              2.55476e-209              8.80886e-202               1.78716e-65               0.000231854                         0                         0                         0                         0                         0 
                     5190                         0                         0                         0                         0              1.23283e-314              3.57544e-208               8.7667e-202               2.50116e-64               1.65768e-05                         0                         0                         0                         0                         0 
                     5195                         0                         0                         0                         0              1.23283e-314              3.55832e-208              1.22692e-200               2.48919e-64               1.66323e-05                         0                         0                         0                         0                         0 
                     5200                         0                         0                         0                         0              1.23283e-314              4.97994e-207              1.22104e-200               3.48366e-63               1.16426e-06                         0                         0                         0                         0                         0 
                     5205                         0                         0                         0                         0              1.23283e-314               4.9561e-207              1.70887e-199               3.46699e-63               1.16426e-06                         0                         0                         0                         0                         0 
                     5210                         0                         0                         0                         0              9.86265e-314              6.93616e-206              1.70069e-199               4.85212e-62               5.54408e-08                         0                         0                         0                         0                         0 
                     5215                         0                         0                         0                         0              1.97253e-313              6.90296e-206              2.38016e-198               4.82889e-62               5.54408e-08                         0                         0                         0                         0                         0 
                     5220                         0                         0                         0                         0              2.71223e-313              9.66083e-205              2.36876e-198               6.75813e-61                         0                         0                         0                         0                         0                         0 
                     5225                         0                         0                         0                         0              4.19163e-313              9.61459e-205              3.31513e-197               6.72578e-61                         0                         0                         0                         0                         0                         0 
                     5230                         0                         0                         0                         0              4.43819e-313              1.34558e-203              3.29926e-197               9.41286e-60                         0                         0                         0                         0                         0                         0 
                     5235                         0                         0                         0                         0              3.57521e-313              1.33914e-203              4.61738e-196                9.3678e-60                         0                         0                         0                         0                         0                         0 
                     5240                         0                         0                         0                         0              2.46566e-313              1.87415e-202              4.59528e-196               1.31104e-58                         0                         0                         0                         0                         0                         0 
                     5245                         0                         0                         0                         0              1.72596e-313              1.86518e-202              6.43118e-195               1.30477e-58                         0                         0                         0                         0                         0                         0 
