                 Age (BP)   Period_1 early boundary                  LuA-5456                  LuA-5455                  LuA-5454    Period_1 late boundary   Period_2 early boundary                  LuA-5453                  LuA-5452                  LuA-5445                  LuA-5451                  LuA-5450                  LuA-5449                  LuA-5448    Period_2 late boundary 
                     9095              3.21726e-279              4.02866e-274               1.94754e-18                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9100              3.20187e-279              4.00938e-274               1.93822e-18                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9105              4.48107e-278               5.6112e-273               2.71257e-17                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9110              4.45962e-278              5.58434e-273               2.69959e-17                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9115              6.24133e-277              7.81539e-272               3.77813e-16                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9120              6.21145e-277              7.77799e-272               3.76004e-16                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9125              8.69305e-276              1.08854e-270               5.26225e-15                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9130              8.65144e-276              1.08333e-270               5.23706e-15                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9135              1.21079e-274              1.51615e-269               7.32937e-14                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9140              1.20499e-274              1.50889e-269               7.29429e-14                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9145              1.68641e-273              2.11172e-268               1.02085e-12                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9150              1.67833e-273              2.10161e-268               1.01596e-12                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9155              2.34886e-272              2.94124e-267               1.42186e-11                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9160              2.33762e-272              2.92717e-267               1.41505e-11                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9165              3.27154e-271              4.09663e-266                1.9804e-10                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9170              3.25588e-271              4.07702e-266               1.97092e-10                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9175              4.55667e-270              5.70586e-265               2.75833e-09                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9180              4.53486e-270              5.67855e-265               2.74513e-09                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9185              6.34662e-269              7.94724e-264               3.84186e-08                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9190              6.31624e-269               7.9092e-264               3.82348e-08                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9195               8.8397e-268              1.10691e-262               5.35103e-07                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9200              8.79739e-268              1.10161e-262               5.32541e-07                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9205              1.23121e-266              1.54172e-261               7.45302e-06                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9210              1.22532e-266              1.53434e-261               7.41734e-06                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9215              1.71486e-265              2.14734e-260               0.000103807                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9220              1.70665e-265              2.13707e-260                0.00010331                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9225              2.38849e-264              2.99087e-259                0.00144585                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9230              2.37706e-264              2.97655e-259                0.00897108                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9235              3.32673e-263              4.16574e-258                 0.0151276                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9240              3.31081e-263               4.1458e-258                 0.0222924                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9245              4.63354e-262              5.80212e-257                 0.0360671                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9250              4.61137e-262              5.77435e-257                 0.0583708                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9255              6.45369e-261              8.08132e-256                 0.0714881                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9260               6.4228e-261              8.04264e-256                 0.0743597                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9265              8.98884e-260              1.12558e-254                 0.0766332                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9270              8.94581e-260              1.12019e-254                 0.0730292                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9275              1.25198e-258              1.56773e-253                 0.0576973                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9280              1.24599e-258              1.56023e-253                 0.0396091                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9285              1.74379e-257              2.18357e-252                 0.0317317                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9290              1.73544e-257              2.17312e-252                  0.026381                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9295              2.42878e-256              3.04132e-251                  0.018631                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9300              2.41716e-256              3.02677e-251                 0.0143679                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9305              3.38286e-255              4.23602e-250                 0.0272246                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9310              3.36667e-255              4.21574e-250                 0.0451623                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9315              4.71171e-254              5.90001e-249                 0.0555198                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9320              4.68916e-254              5.87177e-249                 0.0660319                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9325              6.56257e-253              8.21765e-248                 0.0679772                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9330              6.53116e-253              8.17832e-248                 0.0525593                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9335              9.14048e-252              1.14457e-246                 0.0336012                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9340              9.09673e-252              1.13909e-246                 0.0190598                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9345               1.2731e-250              1.59418e-245                 0.0061364                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9350              1.26701e-250              1.58655e-245               0.000139686                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9355              1.77321e-249              2.22041e-244               0.000140349                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9360              1.76472e-249              2.20978e-244               9.99728e-06                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9365              2.46976e-248              3.09263e-243               9.99728e-06                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9370              2.45794e-248              3.07783e-243               6.62803e-07                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9375              3.43993e-247              4.30748e-242               6.62803e-07                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9380              3.42346e-247              4.28686e-242                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9385               4.7912e-246              5.99955e-241                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9390              4.76827e-246              5.97083e-241                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9395              6.67328e-245              8.35629e-240                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9400              6.64134e-245              8.31629e-240                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9405              9.29469e-244              1.16388e-238                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9410               9.2502e-244              1.15831e-238                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9415              1.29458e-242              1.62108e-237                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9420              1.28839e-242              1.61332e-237                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9425              1.80312e-241              2.25787e-236                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9430              1.79449e-241              2.24706e-236                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9435              2.51142e-240              3.14481e-235                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9440               2.4994e-240              3.12975e-235                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9445              3.49796e-239              4.38015e-234                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9450              3.48122e-239              4.35918e-234                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9455              4.87203e-238              6.10076e-233                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9460              4.84871e-238              6.07156e-233                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9465              6.78587e-237              8.49727e-232                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9470              6.75339e-237              8.45659e-232                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9475              9.45149e-236              1.18352e-230                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9480              9.40625e-236              1.17785e-230                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9485              1.31642e-234              1.64843e-229                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9490              1.31012e-234              1.64054e-229                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9495              1.83354e-233              2.29596e-228                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9500              1.82476e-233              2.28497e-228                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9505              2.55379e-232              3.19786e-227                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9510              2.54157e-232              3.18255e-227                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9515              3.55697e-231              4.45405e-226                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9520              3.53995e-231              4.43273e-226                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9525              4.95423e-230              6.20369e-225                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9530              4.93051e-230              6.17399e-225                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9535              6.90035e-229              8.64062e-224                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9540              6.86732e-229              8.59926e-224                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9545              9.61094e-228              1.20348e-222                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9550              9.56494e-228              1.19772e-222                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9555              1.33863e-226              1.67624e-221                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9560              1.33222e-226              1.66821e-221                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9565              1.86447e-225              2.33469e-220                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9570              1.85555e-225              2.32352e-220                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9575              2.59688e-224              3.25181e-219                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9580              2.58445e-224              3.23625e-219                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9585              3.61698e-223              4.52919e-218                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9590              3.59967e-223              4.50751e-218                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9595              5.03781e-222              6.30834e-217                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9600              5.01369e-222              6.27815e-217                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9605              7.01676e-221              8.78639e-216                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9610              6.98318e-221              8.74433e-216                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9615              9.77309e-220              1.22379e-214                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9620              9.72631e-220              1.21793e-214                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9625              1.36121e-218              1.70451e-213                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9630               1.3547e-218              1.69636e-213                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9635              1.89593e-217              2.37408e-212                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9640              1.88685e-217              2.36272e-212                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9645              2.64069e-216              3.30667e-211                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9650              2.62805e-216              3.29084e-211                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9655                3.678e-215               4.6056e-210                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9660               3.6604e-215              4.58355e-210                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     9665               5.1228e-214              6.41477e-209                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
